County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft
Clinton,2008,1819,142,1,30,6,105,1677,353,1287,37
Clinton,2007,2015,221,1,21,10,189,1794,411,1339,44
Clinton,2006,1805,128,2,26,6,94,1677,463,1180,34
Clinton,2005,2011,173,2,24,16,131,1838,451,1361,26
Clinton,2004,1588,187,0,27,9,151,1401,424,941,36
Clinton,2003,1599,167,0,30,5,132,1432,429,961,42
Clinton,2002,1552,231,2,22,12,195,1321,296,998,27
Clinton,2001,1451,202,0,17,7,178,1249,365,859,25
Clinton,2000,1415,239,1,14,1,223,1176,293,863,20
Clinton,1999,1442,214,0,5,4,205,1228,237,970,21
Clinton,1998,1373,249,0,9,6,234,1124,289,811,24
Clinton,1997,1916,354,1,12,10,331,1562,432,1104,26
Clinton,1996,1985,357,1,7,2,347,1628,429,1167,32
Clinton,1995,1873,290,6,10,8,266,1583,321,1234,28
Clinton,1994,1931,224,1,14,5,204,1707,409,1267,31
Clinton,1993,1902,181,3,16,2,160,1721,341,1337,43
Clinton,1992,2069,210,2,11,5,192,1859,444,1397,18
Clinton,1991,2516,269,1,17,6,245,2247,525,1680,42
Clinton,1990,2221,242,0,11,10,221,1979,529,1410,40
Columbia,2015,7,0,0,0,0,0,7,1,6,0
Columbia,2014,9,0,0,0,0,0,9,0,9,0
Columbia,2013,35,3,0,0,0,3,32,5,27,0
Columbia,2012,101,11,0,1,0,10,90,17,72,1
Columbia,2011,89,13,0,0,0,13,76,14,61,1
Columbia,2010,76,15,0,0,0,15,61,9,48,4
Columbia,2009,90,16,0,1,1,14,74,24,48,2
Columbia,2008,69,14,0,0,3,11,55,12,41,2
Columbia,2007,94,8,0,0,1,7,86,28,52,6
Columbia,2006,83,16,0,1,2,13,67,18,47,2
Columbia,2005,69,9,0,0,2,7,60,11,45,4
Columbia,2004,97,8,0,0,0,8,89,11,70,8
Columbia,2003,81,13,0,0,1,12,68,5,59,4
Columbia,2002,111,14,0,0,1,13,97,21,71,5
Columbia,2001,82,13,0,0,0,13,69,15,53,1
Columbia,2000,95,21,0,0,1,20,74,12,60,2
Columbia,1999,91,19,0,0,0,19,72,13,57,2
Columbia,1998,103,18,0,0,1,17,85,13,66,6
Columbia,1997,113,15,0,1,0,14,98,20,76,2
Columbia,1996,166,22,0,2,0,20,144,26,113,5
Columbia,1995,160,38,0,1,1,36,122,23,94,5
Columbia,1994,134,31,0,1,1,29,103,17,82,4
Columbia,1993,132,25,0,0,0,25,107,25,77,5
Columbia,1992,119,29,0,1,1,27,90,22,68,0
Columbia,1991,170,26,0,0,0,26,144,22,119,3
Columbia,1990,177,24,0,0,1,23,153,31,119,3
Columbia,2015,,,,,,,,,,
Columbia,2014,,,,,,,,,,
Columbia,2013,,,,,,,,,,
Columbia,2012,,,,,,,,,,
Columbia,2011,,,,,,,,,,
Columbia,2010,,,,,,,,,,
Columbia,2009,,,,,,,,,,
Columbia,2008,2,0,0,0,0,0,2,0,2,0
Columbia,2007,1,0,0,0,0,0,1,0,1,0
Columbia,2006,0,0,0,0,0,0,0,0,0,0
Columbia,2005,1,0,0,0,0,0,1,0,1,0
Columbia,2004,0,0,0,0,0,0,0,0,0,0
Columbia,2003,0,0,0,0,0,0,0,0,0,0
Columbia,1996,2,0,0,0,0,0,2,0,2,0
Columbia,1995,4,0,0,0,0,0,4,0,4,0
Columbia,1994,1,0,0,0,0,0,1,0,1,0
Columbia,1991,2,0,0,0,0,0,2,0,2,0
Columbia,1990,2,0,0,0,0,0,2,0,2,0
Columbia,2015,6,0,0,0,0,0,6,0,6,0
Columbia,2014,3,0,0,0,0,0,3,0,3,0
Columbia,2013,5,0,0,0,0,0,5,0,5,0
Columbia,2012,7,0,0,0,0,0,7,2,5,0
Columbia,2011,2,0,0,0,0,0,2,0,2,0
Columbia,2010,6,0,0,0,0,0,6,0,6,0
Columbia,2009,5,0,0,0,0,0,5,1,4,0
Columbia,2008,5,0,0,0,0,0,5,2,3,0
Columbia,2007,7,0,0,0,0,0,7,1,6,0
Columbia,2006,13,0,0,0,0,0,13,1,11,1
Columbia,2005,18,2,0,0,0,2,16,0,16,0
Columbia,2004,12,1,0,0,0,1,11,0,11,0
Columbia,2003,6,1,0,0,0,1,5,0,5,0
Columbia,2002,10,1,0,0,0,1,9,0,9,0
Columbia,2001,12,1,0,0,0,1,11,2,9,0
Columbia,2000,11,1,0,0,0,1,10,0,10,0
Columbia,1999,7,0,0,0,0,0,7,0,7,0
Columbia,1998,7,0,0,0,0,0,7,1,5,1
Columbia,1997,6,0,0,0,0,0,6,0,6,0
Columbia,1996,5,0,0,0,0,0,5,1,4,0
Columbia,1995,9,0,0,0,0,0,9,0,9,0
Columbia,1994,5,0,0,0,0,0,5,0,5,0
Columbia,1993,15,1,0,0,0,1,14,0,14,0
Columbia,1992,7,1,0,0,1,0,6,0,6,0
Columbia,1991,7,0,0,0,0,0,7,1,6,0
Columbia,1990,10,1,0,0,0,1,9,1,8,0
Columbia,2015,354,34,0,11,5,18,320,81,233,6
Columbia,2014,335,10,0,2,3,5,325,83,231,11
Columbia,2013,332,15,0,1,2,12,317,76,235,6
Columbia,2012,452,21,0,0,3,18,431,93,334,4
Columbia,2011,401,23,1,1,2,19,378,102,274,2
Columbia,2010,320,17,1,2,1,13,303,73,225,5
Columbia,2009,363,27,0,0,1,26,336,107,225,4
Columbia,2008,346,25,1,2,0,22,321,83,230,8
Columbia,2007,387,26,0,1,2,23,361,93,251,17
Columbia,2006,462,22,3,2,6,11,440,96,339,5
Columbia,2005,370,21,1,1,1,18,349,65,281,3
Columbia,2004,346,14,1,1,3,9,332,61,256,15
Columbia,2003,340,9,0,0,3,6,331,78,238,15
Columbia,2002,294,9,0,0,1,8,285,73,209,3
Columbia,2001,263,16,1,0,1,14,247,52,189,6
Columbia,2000,255,23,0,0,4,19,232,36,186,10
Columbia,1999,361,22,0,3,5,14,339,82,248,9
Columbia,1998,416,24,0,2,6,16,392,130,250,12
Columbia,1997,513,37,1,1,5,30,476,136,327,13
Columbia,1996,500,18,0,3,5,10,482,126,333,23
Delaware,2004,,,,,,,,,,
Columbia,1995,409,22,0,2,2,18,387,137,236,14
Columbia,1994,423,22,1,11,1,9,401,154,231,16
Columbia,1993,394,17,0,2,2,13,377,127,230,20
Columbia,1992,359,16,0,1,2,13,343,136,196,11
Columbia,1991,426,20,1,3,5,11,406,193,201,12
Columbia,1990,367,8,0,0,0,8,359,149,189,21
Columbia,2015,233,44,2,24,2,16,189,59,123,7
Columbia,2014,214,14,0,2,1,11,200,50,146,4
Columbia,2013,294,30,0,6,6,18,264,86,173,5
Columbia,2012,313,28,0,7,6,15,285,87,195,3
Columbia,2011,285,16,0,1,4,11,269,85,176,8
Columbia,2010,336,23,0,4,2,17,313,100,207,6
Columbia,2009,345,29,0,3,0,26,316,109,203,4
Columbia,2008,500,56,0,2,2,52,444,121,315,8
Columbia,2007,422,71,1,8,6,56,351,100,241,10
Columbia,2006,327,33,0,11,3,19,294,94,189,11
Columbia,2005,337,27,0,4,3,20,310,84,220,6
Columbia,2004,343,27,0,5,2,20,316,62,245,9
Columbia,2003,354,33,0,7,5,21,321,61,246,14
Columbia,2002,340,30,0,1,3,26,310,82,223,5
Columbia,2001,265,22,0,0,1,21,243,51,183,9
Columbia,2000,331,29,1,2,2,24,302,81,213,8
Columbia,1999,376,45,0,0,4,41,331,81,238,12
Columbia,1998,336,25,0,2,1,22,311,125,172,14
Columbia,1997,399,22,0,3,2,17,377,110,256,11
Columbia,1996,345,26,0,7,1,18,319,100,212,7
Columbia,1995,446,51,1,3,5,42,395,133,249,13
Columbia,1994,426,16,0,1,0,15,410,163,232,15
Columbia,1993,460,26,1,2,1,22,434,181,238,15
Columbia,1992,541,31,0,5,3,23,510,164,320,26
Columbia,1991,632,57,0,4,3,50,575,169,381,25
Columbia,1990,553,42,0,3,2,37,511,155,325,31
Columbia,2015,,,,,,,,,,
Columbia,2014,,,,,,,,,,
Columbia,2013,,,,,,,,,,
Columbia,2012,,,,,,,,,,
Columbia,2011,9,1,0,0,0,1,8,6,2,0
Columbia,2010,26,1,0,0,0,1,25,9,16,0
Columbia,2009,16,0,0,0,0,0,16,3,13,0
Columbia,2008,20,3,0,0,1,2,17,4,12,1
Columbia,2007,18,1,0,0,0,1,17,6,11,0
Columbia,2006,28,2,0,0,0,2,26,9,15,2
Columbia,2005,10,2,0,0,0,2,8,1,7,0
Columbia,2004,16,3,0,0,0,3,13,0,13,0
Columbia,2003,8,1,0,0,0,1,7,3,4,0
Columbia,2002,,,,,,,,,,
Columbia,2001,4,0,0,0,0,0,4,1,3,0
Columbia,2000,7,2,0,0,0,2,5,0,5,0
Columbia,1999,5,1,0,0,1,0,4,2,2,0
Columbia,1998,10,6,0,0,1,5,4,2,2,0
Columbia,1997,3,0,0,0,0,0,3,1,2,0
Columbia,1996,16,0,0,0,0,0,16,4,12,0
Columbia,1995,14,4,0,0,0,4,10,2,7,1
Columbia,1994,11,4,0,0,1,3,7,2,5,0
Columbia,1993,10,4,0,0,1,3,6,1,5,0
Columbia,1992,17,6,0,0,2,4,11,5,6,0
Columbia,1991,5,3,0,0,1,2,2,0,2,0
Columbia,1990,10,5,0,0,1,4,5,2,2,1
Columbia,2015,0,0,0,0,0,0,0,0,0,0
Columbia,2014,3,0,0,0,0,0,3,1,1,1
Columbia,2013,9,0,0,0,0,0,9,2,7,0
Columbia,2012,2,0,0,0,0,0,2,0,2,0
Columbia,2011,2,0,0,0,0,0,2,0,2,0
Columbia,2010,3,0,0,0,0,0,3,0,3,0
Columbia,2009,0,0,0,0,0,0,0,0,0,0
Columbia,2008,2,1,0,0,0,1,1,0,1,0
Columbia,2007,2,0,0,0,0,0,2,1,1,0
Columbia,2006,1,0,0,0,0,0,1,0,1,0
Columbia,2005,1,0,0,0,0,0,1,0,1,0
Columbia,2004,4,0,0,0,0,0,4,0,4,0
Columbia,2003,0,0,0,0,0,0,0,0,0,0
Columbia,2002,2,0,0,0,0,0,2,0,2,0
Columbia,2000,3,1,0,0,0,1,2,0,2,0
Columbia,1998,2,0,0,0,0,0,2,1,1,0
Columbia,1996,11,4,0,0,2,2,7,0,7,0
Columbia,1995,4,0,0,0,0,0,4,0,4,0
Columbia,1994,5,1,0,0,0,1,4,1,3,0
Columbia,1993,2,0,0,0,0,0,2,0,2,0
Columbia,1992,3,0,0,0,0,0,3,0,2,1
Columbia,1991,6,0,0,0,0,0,6,1,5,0
Columbia,1990,3,0,0,0,0,0,3,0,3,0
Columbia,2015,151,1,0,0,0,1,150,6,144,0
Columbia,2014,172,1,0,0,0,1,171,5,164,2
Columbia,2013,219,2,0,0,1,1,217,10,205,2
Columbia,2012,175,7,0,0,0,7,168,11,156,1
Columbia,2011,125,1,0,0,0,1,124,7,115,2
Columbia,2010,131,0,0,0,0,0,131,7,124,0
Columbia,2009,98,0,0,0,0,0,98,8,88,2
Columbia,2008,109,1,0,0,0,1,108,6,102,0
Columbia,2007,96,2,0,0,1,1,94,3,90,1
Columbia,2006,76,5,0,0,0,5,71,6,65,0
Columbia,2005,37,0,0,0,0,0,37,2,34,1
Columbia,2004,30,0,0,0,0,0,30,1,29,0
Columbia,2003,44,2,0,0,2,0,42,1,39,2
Columbia,2002,28,0,0,0,0,0,28,1,27,0
Columbia,2001,78,3,0,0,0,3,75,2,71,2
Columbia,2000,69,5,0,0,1,4,64,4,56,4
Columbia,1999,85,6,0,0,1,5,79,5,74,0
Columbia,1998,61,8,0,0,0,8,53,0,52,1
Columbia,1997,65,12,0,0,0,12,53,2,51,0
Columbia,1996,143,10,0,0,1,9,133,5,128,0
Columbia,1995,126,16,0,0,2,14,110,13,97,0
Columbia,1994,141,7,0,0,2,5,134,5,127,2
Columbia,1993,171,15,0,0,1,14,156,11,143,2
Columbia,1992,102,10,0,0,3,7,92,11,79,2
Columbia,1991,100,15,0,0,2,13,85,11,71,3
Columbia,1990,127,5,0,0,0,5,122,8,112,2
Columbia,2015,137,24,1,5,2,16,113,13,99,1
Columbia,2014,189,22,0,1,4,17,167,17,148,2
Columbia,2013,224,26,0,1,8,17,198,25,172,1
Columbia,2012,365,32,0,8,5,19,333,45,285,3
Columbia,2011,307,42,0,3,7,32,265,33,229,3
Columbia,2010,301,38,0,4,5,29,263,35,221,7
Columbia,2009,251,39,0,4,4,31,212,43,167,2
Columbia,2008,272,33,1,2,4,26,239,43,194,2
Columbia,2007,325,41,0,2,7,32,284,59,221,4
Columbia,2006,332,47,0,2,8,37,285,57,222,6
Columbia,2005,254,28,1,1,5,21,226,41,184,1
Columbia,2004,234,21,0,0,3,18,213,28,179,6
Columbia,2003,51,5,0,0,0,5,46,8,34,4
Columbia,2002,286,60,0,5,12,43,226,59,160,7
Columbia,2001,369,61,0,2,16,43,308,76,222,10
Columbia,2000,355,64,0,2,13,49,291,67,208,16
Columbia,1999,434,106,1,1,17,87,328,74,244,10
Columbia,1998,556,166,1,4,19,142,390,92,279,19
Columbia,1997,615,215,1,1,23,190,400,93,295,12
Columbia,1996,498,150,0,1,17,132,348,84,254,10
Columbia,1995,562,191,0,2,27,162,371,94,261,16
Columbia,1994,530,157,1,0,11,145,373,106,253,14
Columbia,1993,523,166,0,2,18,146,357,78,267,12
Columbia,1992,696,165,0,0,18,147,531,101,417,13
Columbia,1991,967,239,0,1,20,218,728,159,543,26
Columbia,1990,690,164,0,3,3,158,526,96,416,14
Columbia,2015,,,,,,,,,,
Columbia,2014,,,,,,,,,,
Columbia,2013,,,,,,,,,,
Columbia,2012,,,,,,,,,,
Columbia,2011,,,,,,,,,,
Columbia,2010,,,,,,,,,,
Columbia,2009,7,2,0,0,0,2,5,0,5,0
Columbia,2008,7,4,0,0,0,4,3,2,1,0
Columbia,2007,,,,,,,,,,
Columbia,2006,,,,,,,,,,
Columbia,2005,,,,,,,,,,
Columbia,2004,,,,,,,,,,
Columbia,2003,,,,,,,,,,
Columbia,1999,3,1,0,0,0,1,2,0,2,0
Columbia,1998,2,0,0,0,0,0,2,1,1,0
Columbia,1997,12,1,0,0,0,1,11,3,6,2
Columbia,1996,23,1,0,0,0,1,22,4,17,1
Columbia,1995,15,0,0,0,0,0,15,1,14,0
Columbia,1994,7,3,0,0,0,3,4,1,3,0
Columbia,1993,52,20,0,3,1,16,32,12,20,0
Columbia,1992,31,11,0,0,0,11,20,8,12,0
Columbia,1991,8,3,0,0,0,3,5,3,2,0
Columbia,1990,14,4,0,1,0,3,10,4,5,1
Columbia,2015,3,0,0,0,0,0,3,1,2,0
Columbia,2014,1,0,0,0,0,0,1,1,0,0
Columbia,2013,8,0,0,0,0,0,8,3,5,0
Columbia,2012,10,1,0,0,1,0,9,7,2,0
Columbia,2011,14,0,0,0,0,0,14,5,9,0
Columbia,2010,14,0,0,0,0,0,14,4,9,1
Columbia,2009,5,0,0,0,0,0,5,2,3,0
Columbia,2008,4,0,0,0,0,0,4,2,2,0
Columbia,2007,10,0,0,0,0,0,10,0,10,0
Columbia,2006,1,0,0,0,0,0,1,0,1,0
Columbia,2005,1,0,0,0,0,0,1,0,1,0
Columbia,2004,0,0,0,0,0,0,0,0,0,0
Columbia,2003,3,0,0,0,0,0,3,1,2,0
Columbia,2002,2,0,0,0,0,0,2,0,2,0
Columbia,2001,1,0,0,0,0,0,1,0,0,1
Columbia,2000,2,0,0,0,0,0,2,1,1,0
Columbia,1998,9,0,0,0,0,0,9,1,8,0
Columbia,1997,8,0,0,0,0,0,8,2,6,0
Columbia,1996,2,0,0,0,0,0,2,0,2,0
Columbia,1995,7,0,0,0,0,0,7,0,6,1
Columbia,1994,7,0,0,0,0,0,7,0,7,0
Columbia,1990,1,0,0,0,0,0,1,0,1,0
Columbia,2015,891,103,3,40,9,51,788,161,613,14
Columbia,2014,926,47,0,5,8,34,879,157,702,20
Columbia,2013,1126,76,0,8,17,51,1050,207,829,14
Columbia,2012,1425,100,0,16,15,69,1325,262,1051,12
Columbia,2011,1234,96,1,5,13,77,1138,252,870,16
Columbia,2010,1213,94,1,10,8,75,1119,237,859,23
Columbia,2009,1180,113,0,8,6,99,1067,297,756,14
Columbia,2008,1336,137,2,6,10,119,1199,275,903,21
Columbia,2007,1362,149,1,11,17,120,1213,291,884,38
Columbia,2006,1323,125,3,16,19,87,1198,281,890,27
Columbia,2005,1098,89,2,6,11,70,1009,204,790,15
Columbia,2004,1082,74,1,6,8,59,1008,163,807,38
Columbia,2003,887,64,0,7,11,46,823,157,627,39
Delaware,2003,,,,,,,,,,
Columbia,2002,1073,114,0,6,17,91,959,236,703,20
Columbia,2001,1074,116,1,2,18,95,958,199,730,29
Columbia,2000,1128,146,1,4,21,120,982,201,741,40
Columbia,1999,1362,200,1,4,28,167,1162,257,872,33
Columbia,1998,1502,247,1,8,28,210,1255,366,836,53
Columbia,1997,1734,302,2,6,30,264,1432,367,1025,40
Columbia,1996,1711,231,0,13,26,192,1480,350,1084,46
Columbia,1995,1756,322,1,8,37,276,1434,403,981,50
Columbia,1994,1690,241,2,13,16,210,1449,449,949,51
Columbia,1993,1759,274,1,9,24,240,1485,435,996,54
Columbia,1992,1875,269,0,7,30,232,1606,447,1106,53
Columbia,1991,2323,363,1,8,31,323,1960,559,1332,69
Columbia,1990,1954,253,0,7,7,239,1701,446,1182,73
Cortland,2015,288,30,2,10,5,13,258,57,197,4
Cortland,2014,426,27,2,9,3,13,399,86,298,15
Cortland,2013,416,18,0,3,3,12,398,88,306,4
Cortland,2012,415,35,0,7,13,15,380,120,251,9
Cortland,2011,430,48,0,10,5,33,382,96,277,9
Cortland,2010,402,45,0,6,10,29,357,112,228,17
Cortland,2009,449,82,0,8,12,62,367,108,242,17
Cortland,2008,402,71,0,6,7,58,331,86,238,7
Cortland,2007,461,78,0,8,6,64,383,96,271,16
Cortland,2006,470,77,0,18,8,51,393,86,290,17
Cortland,2005,573,85,0,14,11,60,488,135,327,26
Cortland,2004,576,74,0,15,5,54,502,90,386,26
Cortland,2003,626,63,0,15,16,32,563,104,438,21
Cortland,2002,693,44,0,11,9,24,649,99,523,27
Cortland,2001,673,38,0,5,7,26,635,96,528,11
Cortland,2000,753,46,0,5,13,28,707,111,564,32
Cortland,1999,737,41,0,13,6,22,696,127,545,24
Cortland,1998,916,60,0,20,9,31,856,127,705,24
Cortland,1997,954,55,0,9,8,38,899,137,731,31
Cortland,1996,1072,74,1,13,12,48,998,138,812,48
Cortland,1995,1065,44,0,3,7,34,1021,146,855,20
Cortland,1994,1060,42,0,5,12,25,1018,146,850,22
Cortland,1993,1047,41,0,8,9,24,1006,172,804,30
Cortland,1992,1095,42,3,14,8,17,1053,183,845,25
Delaware,2002,,,,,,,,,,
Cortland,1991,1152,28,1,10,8,9,1124,180,917,27
Cortland,1990,1108,27,0,10,8,9,1081,215,840,26
Cortland,2015,0,0,0,0,0,0,0,0,0,0
Cortland,2014,0,0,0,0,0,0,0,0,0,0
Cortland,2013,0,0,0,0,0,0,0,0,0,0
Cortland,2012,0,0,0,0,0,0,0,0,0,0
Cortland,2011,0,0,0,0,0,0,0,0,0,0
Cortland,2010,0,0,0,0,0,0,0,0,0,0
Cortland,2009,0,0,0,0,0,0,0,0,0,0
Cortland,2008,0,0,0,0,0,0,0,0,0,0
Cortland,2007,0,0,0,0,0,0,0,0,0,0
Cortland,2006,0,0,0,0,0,0,0,0,0,0
Cortland,2005,0,0,0,0,0,0,0,0,0,0
Cortland,2004,0,0,0,0,0,0,0,0,0,0
Cortland,2003,0,0,0,0,0,0,0,0,0,0
Cortland,2015,272,12,0,1,3,8,260,57,202,1
Cortland,2014,404,10,0,2,4,4,394,98,295,1
Cortland,2013,431,26,0,7,3,16,405,77,327,1
Cortland,2012,485,20,0,1,6,13,465,93,368,4
Cortland,2011,415,19,0,7,3,9,396,74,316,6
Cortland,2010,335,12,0,3,1,8,323,69,243,11
Cortland,2009,334,18,0,4,3,11,316,82,223,11
Cortland,2008,312,12,1,8,1,2,300,47,239,14
Cortland,2007,343,13,0,4,0,9,330,61,259,10
Cortland,2006,327,16,0,8,0,8,311,54,250,7
Cortland,2005,394,28,0,10,2,16,366,75,279,12
Cortland,2004,351,16,0,5,1,10,335,57,270,8
Cortland,2003,323,11,0,3,2,6,312,53,257,2
Cortland,2002,349,24,0,4,1,19,325,49,270,6
Cortland,2001,364,19,0,2,0,17,345,53,280,12
Cortland,2000,336,29,0,2,0,27,307,45,259,3
Cortland,1999,372,28,0,0,0,28,344,70,274,0
Cortland,1998,375,31,0,1,1,29,344,86,246,12
Cortland,1997,371,31,0,3,2,26,340,107,219,14
Cortland,1996,413,43,0,1,1,41,370,87,272,11
Cortland,1995,341,29,0,1,2,26,312,58,246,8
Cortland,1994,378,36,1,3,3,29,342,79,250,13
Cortland,1993,417,44,1,1,1,41,373,110,256,7
Cortland,1992,392,37,0,2,3,32,355,98,249,8
Cortland,1991,434,36,0,3,2,31,398,97,284,17
Cortland,1990,476,42,0,1,2,39,434,104,307,23
Cortland,2015,126,6,0,3,0,3,120,16,102,2
Cortland,2014,146,7,0,1,0,6,139,27,108,4
Cortland,2013,127,4,0,0,2,2,123,28,89,6
Cortland,2012,134,8,1,3,0,4,126,14,107,5
Cortland,2011,142,4,0,1,0,3,138,25,111,2
Cortland,2010,188,3,0,1,0,2,185,28,149,8
Cortland,2009,154,6,0,1,0,5,148,13,134,1
Cortland,2008,225,26,0,1,0,25,199,32,160,7
Cortland,2007,306,23,0,2,1,20,283,30,245,8
Cortland,2006,221,18,0,0,2,16,203,27,174,2
Cortland,2005,245,14,0,2,1,11,231,27,200,4
Cortland,2004,246,12,0,1,3,8,234,37,191,6
Cortland,2003,250,20,0,1,1,18,230,27,197,6
Cortland,2002,277,21,0,0,3,18,256,34,218,4
Cortland,2001,327,38,0,1,1,36,289,46,235,8
Cortland,2000,322,22,0,1,0,21,300,49,246,5
Cortland,1999,349,12,0,0,1,11,337,52,263,22
Cortland,1998,304,19,0,1,0,18,285,63,203,19
Cortland,1997,401,14,0,0,2,12,387,80,287,20
Cortland,1996,467,3,0,1,0,2,464,67,372,25
Cortland,1995,419,8,0,0,1,7,411,60,336,15
Cortland,1994,372,9,0,1,1,7,363,53,293,17
Cortland,1993,378,10,0,1,1,8,368,60,295,13
Cortland,1992,346,22,0,1,3,18,324,42,272,10
Cortland,1991,331,9,0,2,1,6,322,58,257,7
Cortland,1990,245,18,1,3,5,9,227,60,162,5
Cortland,2015,16,0,0,0,0,0,16,4,11,1
Cortland,2014,58,1,0,0,0,1,57,14,41,2
Cortland,2013,33,0,0,0,0,0,33,3,29,1
Cortland,2012,29,1,0,0,0,1,28,8,18,2
Cortland,2011,39,1,0,0,0,1,38,6,32,0
Cortland,2010,60,1,0,0,0,1,59,8,51,0
Cortland,2009,65,0,0,0,0,0,65,6,59,0
Cortland,2008,63,1,0,0,0,1,62,14,48,0
Cortland,2007,52,0,0,0,0,0,52,13,39,0
Cortland,2006,62,0,0,0,0,0,62,8,54,0
Cortland,2005,47,1,0,1,0,0,46,19,26,1
Cortland,2004,56,3,0,2,1,0,53,10,43,0
Cortland,2003,79,1,0,1,0,0,78,7,68,3
Cortland,2002,88,1,0,0,0,1,87,10,76,1
Cortland,2001,96,1,0,1,0,0,95,11,83,1
Cortland,2000,91,5,0,1,1,3,86,15,70,1
Cortland,1999,60,4,0,0,1,3,56,11,44,1
Cortland,1998,83,8,0,1,2,5,75,13,58,4
Cortland,1997,113,2,0,0,0,2,111,21,87,3
Cortland,1996,111,3,0,0,0,3,108,16,90,2
Cortland,1995,111,3,0,1,0,2,108,10,95,3
Cortland,1994,100,11,0,0,1,10,89,19,68,2
Cortland,1993,81,5,1,0,0,4,76,14,62,0
Cortland,1992,72,4,0,0,0,4,68,14,50,4
Cortland,1991,88,8,0,0,0,8,80,13,66,1
Cortland,1990,97,6,0,0,0,6,91,28,62,1
Cortland,2015,,,,,,,,,,
Cortland,2014,,,,,,,,,,
Cortland,2013,,,,,,,,,,
Cortland,2012,,,,,,,,,,
Cortland,2011,,,,,,,,,,
Cortland,2010,,,,,,,,,,
Cortland,2009,0,0,0,0,0,0,0,0,0,0
Cortland,2008,3,0,0,0,0,0,3,0,3,0
Cortland,2007,2,0,0,0,0,0,2,1,1,0
Cortland,2006,1,0,0,0,0,0,1,1,0,0
Cortland,2005,2,0,0,0,0,0,2,2,0,0
Cortland,2004,12,0,0,0,0,0,12,3,9,0
Cortland,2003,1,0,0,0,0,0,1,0,1,0
Cortland,2002,10,0,0,0,0,0,10,3,7,0
Cortland,2001,7,0,0,0,0,0,7,1,6,0
Cortland,2000,10,0,0,0,0,0,10,4,6,0
Cortland,1999,2,0,0,0,0,0,2,1,1,0
Cortland,1998,14,1,0,0,0,1,13,3,10,0
Cortland,1997,15,0,0,0,0,0,15,2,13,0
Cortland,1996,8,1,0,0,0,1,7,3,4,0
Cortland,1995,7,0,0,0,0,0,7,1,5,1
Cortland,1994,6,1,0,0,0,1,5,2,3,0
Cortland,1993,9,0,0,0,0,0,9,2,7,0
Cortland,1992,2,0,0,0,0,0,2,0,2,0
Cortland,1991,8,0,0,0,0,0,8,2,6,0
Cortland,1990,8,1,0,0,0,1,7,2,5,0
Cortland,2015,47,3,0,2,0,1,44,6,36,2
Cortland,2014,47,4,0,3,1,0,43,4,38,1
Cortland,2013,57,3,0,2,1,0,54,14,40,0
Cortland,2012,42,0,0,0,0,0,42,14,28,0
Cortland,2011,78,2,0,1,0,1,76,13,63,0
Cortland,2010,81,4,0,0,0,4,77,20,56,1
Cortland,2009,82,0,0,0,0,0,82,18,64,0
Cortland,2008,101,2,0,2,0,0,99,26,71,2
Cortland,2007,121,2,0,1,0,1,119,30,89,0
Cortland,2006,88,1,0,0,0,1,87,18,69,0
Cortland,2005,135,2,0,1,1,0,133,34,98,1
Cortland,2004,133,2,0,1,0,1,131,20,110,1
Cortland,2003,87,0,0,0,0,0,87,6,80,1
Cortland,2002,96,3,0,2,0,1,93,16,77,0
Cortland,2001,120,5,0,2,0,3,115,15,100,0
Cortland,2000,121,3,0,2,0,1,118,11,107,0
Cortland,1999,172,1,0,1,0,0,171,24,144,3
Cortland,1998,173,6,0,0,2,4,167,22,145,0
Cortland,1997,166,3,0,2,0,1,163,12,150,1
Cortland,1996,171,4,0,1,0,3,167,12,155,0
Cortland,1995,158,4,0,2,2,0,154,17,137,0
Cortland,1994,123,0,0,0,0,0,123,11,112,0
Cortland,1993,161,2,0,0,1,1,159,14,145,0
Cortland,1992,201,5,0,2,1,2,196,17,178,1
Cortland,1991,180,2,0,2,0,0,178,10,168,0
Cortland,1990,189,2,0,0,0,2,187,5,182,0
Cortland,2015,749,51,2,16,8,25,698,140,548,10
Cortland,2014,1081,49,2,15,8,24,1032,229,780,23
Cortland,2013,1064,51,0,12,9,30,1013,210,791,12
Cortland,2012,1105,64,1,11,19,33,1041,249,772,20
Cortland,2011,1104,74,0,19,8,47,1030,214,799,17
Cortland,2010,1066,65,0,10,11,44,1001,237,727,37
Cortland,2009,1084,106,0,13,15,78,978,227,722,29
Cortland,2008,1106,112,1,17,8,86,994,205,759,30
Cortland,2007,1285,116,0,15,7,94,1169,231,904,34
Cortland,2006,1169,112,0,26,10,76,1057,194,837,26
Cortland,2005,1396,130,0,28,15,87,1266,292,930,44
Cortland,2004,1374,107,0,24,10,73,1267,217,1009,41
Cortland,2003,1366,95,0,20,19,56,1271,197,1041,33
Cortland,2002,1513,93,0,17,13,63,1420,211,1171,38
Cortland,2001,1587,101,0,11,8,82,1486,222,1232,32
Cortland,2000,1633,105,0,11,14,80,1528,235,1252,41
Cortland,1999,1692,86,0,14,8,64,1606,285,1271,50
Cortland,1998,1865,125,0,23,14,88,1740,314,1367,59
